sessionid;session_date;visible;split;subjectid;subject;s_cat;female;age;domain;eval_in;eval_out
ze2zrklm;2020-11-26;No;5:5;p66w1qq6;4;2;0;27;belong;6;6
ze2zrklm;2020-11-26;No;5:5;p66w1qq6;4;2;0;27;common;6;5
ze2zrklm;2020-11-26;No;5:5;p66w1qq6;4;2;0;27;liking;6;4
ze2zrklm;2020-11-26;No;5:5;p66w1qq6;4;2;0;27;close;6;4
ze2zrklm;2020-11-26;No;5:5;vs8xspuu;5;1;1;28;belong;4;3
ze2zrklm;2020-11-26;No;5:5;vs8xspuu;5;1;1;28;common;4;3
ze2zrklm;2020-11-26;No;5:5;vs8xspuu;5;1;1;28;liking;5;3
ze2zrklm;2020-11-26;No;5:5;vs8xspuu;5;1;1;28;close;5;3
ze2zrklm;2020-11-26;No;5:5;jvnvslnt;6;2;0;29;belong;2;1
ze2zrklm;2020-11-26;No;5:5;jvnvslnt;6;2;0;29;common;1;1
ze2zrklm;2020-11-26;No;5:5;jvnvslnt;6;2;0;29;liking;1;1
ze2zrklm;2020-11-26;No;5:5;jvnvslnt;6;2;0;29;close;1;1
ze2zrklm;2020-11-26;No;5:5;f4m6ixqv;7;1;0;23;belong;6;1
ze2zrklm;2020-11-26;No;5:5;f4m6ixqv;7;1;0;23;common;3;3
ze2zrklm;2020-11-26;No;5:5;f4m6ixqv;7;1;0;23;liking;7;4
ze2zrklm;2020-11-26;No;5:5;f4m6ixqv;7;1;0;23;close;2;1
ze2zrklm;2020-11-26;No;5:5;hq7mmc1f;8;2;0;29;belong;5;1
ze2zrklm;2020-11-26;No;5:5;hq7mmc1f;8;2;0;29;common;4;1
ze2zrklm;2020-11-26;No;5:5;hq7mmc1f;8;2;0;29;liking;4;1
ze2zrklm;2020-11-26;No;5:5;hq7mmc1f;8;2;0;29;close;3;1
ze2zrklm;2020-11-26;No;5:5;l7dtkkz0;9;1;0;21;belong;2;1
ze2zrklm;2020-11-26;No;5:5;l7dtkkz0;9;1;0;21;common;4;1
ze2zrklm;2020-11-26;No;5:5;l7dtkkz0;9;1;0;21;liking;2;1
ze2zrklm;2020-11-26;No;5:5;l7dtkkz0;9;1;0;21;close;1;1
ze2zrklm;2020-11-26;No;5:5;ig1kpb8j;10;1;0;22;belong;1;1
ze2zrklm;2020-11-26;No;5:5;ig1kpb8j;10;1;0;22;common;1;1
ze2zrklm;2020-11-26;No;5:5;ig1kpb8j;10;1;0;22;liking;1;1
ze2zrklm;2020-11-26;No;5:5;ig1kpb8j;10;1;0;22;close;1;1
